PublicationYear,DocumentType,Author,DocumentName,tag,content
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:funding,Investment will be made in extension of GP co-operatives and other specific national initiatives GP co-operatives nationally; Increase in personnel needed in both teams and networks; New physical infrastructure and equipment; Improved information and communications technology End-2003; Ongoing; Ongoing; End 2011 Primary Care Task Force/health boards/Health Service Employers Agency
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:community_healthcare,Investment will be made in extension of GP co-operatives and other specific national initiatives GP co-operatives nationally; Increase in personnel needed in both teams and networks; New physical infrastructure and equipment; Improved information and communications technology End-2003; Ongoing; Ongoing; End 2011 Primary Care Task Force/health boards/Health Service Employers Agency
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:staffing,Nurses/Midwives: 10,000 nurses will be trained over the lifetime of the Strategy Health and social care professionals: An extra 1,330 physiotherapists, 985 speech and language therapists and 875 occupational therapists will be trained, to meet the requirements up to 2015 identified by the recent report (Bacon, 2001) on these grades Health care assistants: 340 Health care assistants will be trained by April 2000
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:funding,Additional Investment will be made in the health system Continued increases for specified purposes 2002 onwards Department of Finance/DoHC
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:governance,Capital funding will be allocated for regular maintenance of facilities and planned replacement of equipment Facilities and equipment properly maintained Ongoing DoHC/health boards 94 Public-private partnerships will be initiated Selected projects Ongoing DoHC/health boards 95 Multi-annual budgeting will be introduced for selected programmes Movement towards multi-annual budgeting and planning Ongoing Department of Finance/DoHC 96 The allocation process will be reviewed by the Department of Health and Children Document on allocation system 2002 DoHC 97 Financial incentives for greater efficiency in acute hospitals will be strengthened Refinement of casemix budget model and extension in coverage Oct-02 DoHC 98 Annual statements of funding processes and allocations will be published Annual statements by Department and health boards 2002 onwards DoHC/health boards 99 The management of capital projects will be enhanced Review of process completed/proposals for change Dec-02 DoHC/health boards
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:funding,Capital funding will be allocated for regular maintenance of facilities and planned replacement of equipment Facilities and equipment properly maintained Ongoing DoHC/health boards 94 Public-private partnerships will be initiated Selected projects Ongoing DoHC/health boards 95 Multi-annual budgeting will be introduced for selected programmes Movement towards multi-annual budgeting and planning Ongoing Department of Finance/DoHC 96 The allocation process will be reviewed by the Department of Health and Children Document on allocation system 2002 DoHC 97 Financial incentives for greater efficiency in acute hospitals will be strengthened Refinement of casemix budget model and extension in coverage Oct-02 DoHC 98 Annual statements of funding processes and allocations will be published Annual statements by Department and health boards 2002 onwards DoHC/health boards 99 The management of capital projects will be enhanced Review of process completed/proposals for change Dec-02 DoHC/health boards
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:staffing,Integrated workforce planning will be introduced on a national basis Integrated set of plans for health staff Ongoing DoHC/health boards
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:staffing,The required number of extra staff will be recruited Increases in each targeted area Specified increases in number trained in 2002; subsequent increases over lifetime of Strategy Health boards/other relevant health agencies
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:governance,he approach to regulating the number and type of consultant posts will be streamlined New procedure in line with the service planning process 2002 DoHC/health boards 103 Best practice in recruitment and retention will be promoted Guidelines on best practice Sep-02 Office for Health Management/Health Services Employers Agency
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:staffing,he approach to regulating the number and type of consultant posts will be streamlined New procedure in line with the service planning process 2002 DoHC/health boards 103 Best practice in recruitment and retention will be promoted Guidelines on best practice Sep-02 Office for Health Management/Health Services Employers Agency
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:staffing,Greater inter-disciplinary working between professions will be promoted Adaption of training programmes Ongoing DoHC/professional bodies
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:staffing,Provisions for the statutory registration of health professionals will be strengthened and expanded Revise legislation on doctors; Revise legislation on nurses; New legislation on other health professionals 2003 DoHC
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:governance,Provisions for the statutory registration of health professionals will be strengthened and expanded Revise legislation on doctors; Revise legislation on nurses; New legislation on other health professionals 2003 DoHC
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:governance,Registration of alternative/complementary therapists will be introduced Independent study of the practical steps required to be published Mar-02 DoHC 107 The HR function in the health system will be developed Flexible human resource models established Dec-02 DoHC/Health Services Employers Agency 108 A detailed Action Plan for People Management will be developed Publication of Action Plan Oct-02 DoHC/Health Services Employers Agency 109 The Department of Health and Children will be restructured Independent review completed; New organisational structure in place June 2002; December 2002 DoHC/independent consultants
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:staffing,Registration of alternative/complementary therapists will be introduced Independent study of the practical steps required to be published Mar-02 DoHC 107 The HR function in the health system will be developed Flexible human resource models established Dec-02 DoHC/Health Services Employers Agency 108 A detailed Action Plan for People Management will be developed Publication of Action Plan Oct-02 DoHC/Health Services Employers Agency 109 The Department of Health and Children will be restructured Independent review completed; New organisational structure in place June 2002; December 2002 DoHC/independent consultants
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:governance,Health boards will be responsible for driving change Increased link between service planning and service provision Ongoing Health boards 111 An independent Health Information and Quality Authority will be established Authority established 2002 DoHC 112 The Health Boards Executive (HeBE) will be developed HeBE established and operational Mar-02 DoHC/health boards 113 The role of the Office for Health Management will be expanded Expanded role agreed with Office for Health Management 2002 DoHC/Office for Health Management 114 An independent audit of functions and structures will be carried out Audit completed Jun-02 DoHC/independent consultants 115 The National Health Information Strategy will be published Publication of National Health Information Strategy Dec-01 DoHC
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:funding,There will be a sustained programme of investment in health information systems Specific developments in the information infrastructure Ongoing DoHC/health boards/Health Information and Quality Authority
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action.ICT,There will be a sustained programme of investment in health information systems Specific developments in the information infrastructure Ongoing DoHC/health boards/Health Information and Quality Authority
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action.ICT,Information and communications technology will be fully exploited Implementation of the National Health Information Strategy Ongoing DoHC/Health boards/Health Information and Quality Authority
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action.ICT,Information-sharing systems and electronic patient records will be introduced Phased implementation of the electronic healthcare record Ongoing DoHC/health boards/Health Information and Quality Authority 119 A national secure communications infrastructure will be developed Health services secure network 2004 DoHC/health boards/Health Information and Quality Authority 120 Information system development will be promoted as central to planning Enhanced planning protocols in place 2002 DoHC/health boards 121 Health information legislation will be introduced Bill published 2002 DoHC
2001,Strategy,Department of Health and Children,Quality_and_Fairness_A_Health_System_for_You_2001,planned_action:governance,Health information legislation will be introduced Bill published 2002 DoHC
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:community_healthcare,There will be greater integration between primary and secondary care: Integration initiatives, aimed at enhancing communication and exchange between primary and secondary care, should be locally agreed but within a national framework to be developed by the National Primary Care Task Force. They will include: • referral guidelines and protocols for consultant care and diagnostic services • discharge plans agreed between the hospital and a key primary care worker • integrated care pathways facilitated by key workers • individual care plans for certain people, appropriate to their needs • shared care arrangements for specific health conditions
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:governance,There will be greater integration between primary and secondary care: Integration initiatives, aimed at enhancing communication and exchange between primary and secondary care, should be locally agreed but within a national framework to be developed by the National Primary Care Task Force. They will include: • referral guidelines and protocols for consultant care and diagnostic services • discharge plans agreed between the hospital and a key primary care worker • integrated care pathways facilitated by key workers • individual care plans for certain people, appropriate to their needs • shared care arrangements for specific health conditions
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:governance,Individual health boards will prepare needs assessments for primary care teams A National Primary Care Task Force will be established A small, full-time task force, called the National Primary Care Task Force, will be established to take responsibility for driving the implementation of the changes and developments set out in the model. The Task Force will be inter-disciplinary and will report to a wider representative Steering Group which will be chaired by the Department of Health and Children and include representation from health boards, primary care professional groups, unions, and other relevant stakeholders. The Task Force will focus on • driving the implementation of the primary care model as outlined in this strategy • identifying representative locations for the implementation projects • planning human resources, information and communications technology and capital requirements for primary care on a national basis • putting in place a framework for the extension of GP co-operatives on a national basis with specific reference to payment methods and operational processes.
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:governance,The Steering Group will give leadership in • defining a broad set of primary care services which should be provided by primary care teams • co-ordinating the development of quality initiatives in primary care • identifying locations for the establishment of academic centres of primary care as a source of policy and practice advice • developing a national framework for achieving closer integration with the secondary care system • providing policy advice to the Department of Health and Children, health boards and other bodies as appropriate • evaluating progress, including an annual report on implementation, on the basis of an agreed set of performance indicators.
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:capacity,Planned actions: Suitable locations will be identified for the introduction of implementation projects with a view to having 40 to 60 teams [primary care teams], covering an overall population of approximately 300,000, up and running within 3 to 5 years.
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:community_healthcare,Planned actions: Suitable locations will be identified for the introduction of implementation projects with a view to having 40 to 60 teams [primary care teams], covering an overall population of approximately 300,000, up and running within 3 to 5 years.
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:staffing,Planned actions: Suitable locations will be identified for the introduction of implementation projects with a view to having 40 to 60 teams [primary care teams], covering an overall population of approximately 300,000, up and running within 3 to 5 years.
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:governance,A National Primary Care Task Force will be established. Task Force established. Jan-02 Department of Health and Children
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:community_healthcare,A National Primary Care Task Force will be established. Task Force established. Jan-02 Department of Health and Children 2 Individual health boards will prepare needs assessments for primary care teams. 10 needs assessments completed. End 2002 Health boards 3 A Primary Care Human Resource Plan will be produced. Human Resource Plan for Primary Care. End 2003 Primary Care Task Force, Health Service Employers Agency and health boards 4 Primary care teams will be put in place to meet the health and social care needs for a specific population. 20-30 primary care teams for implementation projects; 400-600 teams in place by 2011. End 2011 Primary Care Task Force, Health Service Employers Agency, Inter-Departmental Committee, education sector 5 Primary care networks will be developed to support the primary care teams. Network arrangements for 20-30 implementation projects by 2003; 400-600 teams by 2011. End 2011 Primary Care Task Force and health boards 6 Availability of primary care services out-of-hours will be extended. Extended hours and GP co-operatives available nationally. End 2003 Primary Care Task Force and health boards 7 A system of voluntary enrolment will be introduced for primary care users. System in place in each health board. End 2005 Primary Care Task Force, Department of Health and Children, Inter-Departmental Committee, Health Information and Quality Authority 8 An improved information and communications infrastructure will be provided for primary care teams. Electronic patient records and supporting ICT infrastructure in place for 40-60 implementation projects. End 2004 Primary Care Task Force; health boards and Health Information and Quality Authority 9 A system of direct telephone and electronic access to primary care services will be introduced for each health board area. 1850 number, support software, website and trained personnel in place in each health board. End 2003 Primary Care Task Force and health boards 10 There will be greater integration between primary and secondary care. Frameworks for referral, care pathways, shared care, access to diagnostic services, and discharge arrangements between primary and secondary care in place. End 2003 Primary Care Task Force, health boards and Health Information and Quality Authority 11 Community-based diagnostic centres will be piloted. Three community-based diagnostic centre pilot projects in place; Diagnostic centre pilot projects evaluated. End 2007 Primary Care Task Force and health boards 12 Policy support for the primary care model will be provided by the Department of Health and Children. Responsibility for primary care identified in the restructuring of the Department. Ongoing Department of Health and Children 13 Appropriate administrative arrangements will be put in place to support primary care at local level. Agreement on local management structures to support the model following audit of functions and structures in the health system. End 2003 Department of Health and Children, Primary Care Task Force and health boards 14 Investments will be made in the extension of GP co-operatives and other national initiatives to complement the primary care model. GP co-operatives available nationally, increases in personnel, physical infrastructure, ICT availability. End 2003, Ongoing Primary Care Task Force, Health Service Employers Agency, Health Boards, Health Information and Quality Authority 15 Modules of joint training and education of primary care professionals will be developed. Inter-disciplinary training modules (postgraduate) in place. End 2005 Primary Care Task Force, Inter-Departmental Committee, Education Sector 16 Continuing professional and personal development programs will be made available to primary care professionals. Programs in place in each health board. End 2003 Primary Care Task Force, Health Boards, Office for Health Management 17 A framework for quality assurance in primary care will be developed. Framework developed and agreed. End 2004 Primary Care Task Force, Health Boards, Irish Centre for Health Excellence 18 Academic practice and research will be developed. Five academic centres in place. End 2006 Primary Care Task Force, Education Sector, Health Research Board, Inter-Departmental Committee, Health Information and Quality Authority 19 Mechanisms for active community involvement in primary care teams will be established. Consultation with consumer panels in each health board about primary care. Ongoing Health Boards 20 Strategy for Nursing and Midwifery in the Community will be developed. Publication of Strategy for Nursing and Midwifery in the Community. End 2002 Department of Health and Children
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:governance,Individual health boards will prepare needs assessments for primary care teams. 10 needs assessments completed. End 2002 Health boards 3 A Primary Care Human Resource Plan will be produced. Human Resource Plan for Primary Care. End 2003 Primary Care Task Force, Health Service Employers Agency and health boards
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:staffing,rimary care networks will be developed to support the primary care teams. Network arrangements for 20-30 implementation projects by 2003; 400-600 teams by 2011. End 2011 Primary Care Task Force and health boards
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action.ICT,An improved information and communications infrastructure will be provided for primary care teams. Electronic patient records and supporting ICT infrastructure in place for 40-60 implementation projects. End 2004 Primary Care Task Force; health boards and Health Information and Quality Authority 9 A system of direct telephone and electronic access to primary care services will be introduced for each health board area. 1850 number, support software, website and trained personnel in place in each health board. End 2003 Primary Care Task Force and health boards
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:governance,There will be greater integration between primary and secondary care. Frameworks for referral, care pathways, shared care, access to diagnostic services, and discharge arrangements between primary and secondary care in place. End 2003 Primary Care Task Force, health boards and Health Information and Quality Authority
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:governance,Policy support for the primary care model will be provided by the Department of Health and Children. Responsibility for primary care identified in the restructuring of the Department. Ongoing Department of Health and Children 13 Appropriate administrative arrangements will be put in place to support primary care at local level. Agreement on local management structures to support the model following audit of functions and structures in the health system. End 2003 Department of Health and Children, Primary Care Task Force and health boards
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:funding,Investments will be made in the extension of GP co-operatives and other national initiatives to complement the primary care model. GP co-operatives available nationally, increases in personnel, physical infrastructure, ICT availability. End 2003, Ongoing Primary Care Task Force, Health Service Employers Agency, Health Boards, Health Information and Quality Authority
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:governance,odules of joint training and education of primary care professionals will be developed. Inter-disciplinary training modules (postgraduate) in place. End 2005 Primary Care Task Force, Inter-Departmental Committee, Education Sector 16 Continuing professional and personal development programs will be made available to primary care professionals. Programs in place in each health board. End 2003 Primary Care Task Force, Health Boards, Office for Health Management 17 A framework for quality assurance in primary care will be developed. Framework developed and agreed. End 2004 Primary Care Task Force, Health Boards, Irish Centre for Health Excellence 18 Academic practice and research will be developed. Five academic centres in place. End 2006 Primary Care Task Force, Education Sector, Health Research Board, Inter-Departmental Committee, Health Information and Quality Authority
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:governance,Mechanisms for active community involvement in primary care teams will be established. Consultation with consumer panels in each health board about primary care. Ongoing Health Boards 20 Strategy for Nursing and Midwifery in the Community will be developed. Publication of Strategy for Nursing and Midwifery in the Community. End 2002 Department of Health and Children
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action.PPI,Mechanisms for active community involvement in primary care teams will be established. Consultation with consumer panels in each health board about primary care. Ongoing Health Boards
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:staffing,Planned actions: Primary care teams will be put in place to meet the health and social care needs for a specific population 20-30 primary care teams for implementation projects by end of 2003 40-60 primary care teams for implementation projects  by end of 2005 400-600 primary care teams in place by end of 2011
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:community_healthcare,nvestments will be made in extension of GP co-operatives and other specific national initiatives to complement the primary care model The full extension of the new model of primary care will require a sustained programme of investment in staffing, buildings and equipment over the next ten years. This increased level of investment will address specific areas needed to complement the new model of primary care including: • GP co-operatives
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:funding,nvestments will be made in extension of GP co-operatives and other specific national initiatives to complement the primary care model The full extension of the new model of primary care will require a sustained programme of investment in staffing, buildings and equipment over the next ten years. This increased level of investment will address specific areas needed to complement the new model of primary care including: • GP co-operatives
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:staffing,nvestments will be made in extension of GP co-operatives and other specific national initiatives to complement the primary care model The full extension of the new model of primary care will require a sustained programme of investment in staffing, buildings and equipment over the next ten years. This increased level of investment will address specific areas needed to complement the new model of primary care including: • GP co-operatives
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:staffing,General increases in personnel needed for primary care teams and wider networks leading to improved out  of-hours services • Information and communications technology
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action.ICT,General increases in personnel needed for primary care teams and wider networks leading to improved out  of-hours services • Information and communications technology
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:community_healthcare,Primary care centres: Taking an initial 40 to 60 implementation projects, and allowing for the fact that the selection of locations will be guided by the availability of good infrastructure where it exists, it can be expected that a capital outlay of approximately £100 million (€127M) will be required during the initial five-year implementation phase. In the longer term, on the assumption that between 400 and 600 core primary care teams will be required for two-thirds implementation in 2011, the capital investment would be in the order of £1,000 million (€1,270M) at current prices. The National Development Plan may provide some of this investment. Staffing: the total cost of the implementation projects would amount to £48 million (€61M).6 Taking into account estimates of existing expenditure, some £25-30 million (€32-38M) additional investment on human resources will be required over the next five years. Assuming two-thirds implementation (400-600 teams) of the model over the next ten years, approximately an additional 500 GPs and 2,000 nurses/midwives will be required, with similar large increases in health and social care professionals, administrative staff, home helps and health care assistants in order to provide in the range of 400-600 teams. Co-operatives: it is expected that a number of teams would come together to provide out-of-hours coverage for population groups. To provide the infrastructure required for the operation of the enhanced 24-hour service an annual cost in the region of £25 million (€32M) is estimated.
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,planned_action:staffing,Staffing: the total cost of the implementation projects would amount to £48 million (€61M).6 Taking into account estimates of existing expenditure, some £25-30 million (€32-38M) additional investment on human resources will be required over the next five years. Assuming two-thirds implementation (400-600 teams) of the model over the next ten years, approximately an additional 500 GPs and 2,000 nurses/midwives will be required, with similar large increases in health and social care professionals, administrative staff, home helps and health care assistants in order to provide in the range of 400-600 teams. Co-operatives: it is expected that a number of teams would come together to provide out-of-hours coverage for population groups. To provide the infrastructure required for the operation of the enhanced 24-hour service an annual cost in the region of £25 million (€32M) is estimated.
2001,Strategy,Department of Health and Children,Primary_Care_A_New_Direction_2001,impact.previous_report,The increases in therapy professionals are in keeping with requirements set out in projections made for the Department of Health and Children in the Bacon Report entitled Current and future supply and demand conditions in the labour market for certain professional therapists
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.health_service_system,The Committee recommends that a three-tiered Emergency Department system be adopted nationally. Within this system, the three tiers would be as follows: 1. Regional Emergency Departments Such departments would be located in major regional hospitals and would serve a catchment population of about 250,000. Each of these hospitals would function as the major trauma receiving hospital for the region, provide a referral service for local general hospitals, provide advice and stabilisation for complex cases referred from general hospitals and other emergency services and participate in the regional retrieval service. The Regional Emergency Department would provide resuscitation, stabilisation and initial treatment for all emergencies. They would be staffed by a number of consultants in emergency medicine (one of whom should have a special interest in paediatric emergency medicine) and a multi-professional team. Each Regional Emergency Department would be led by a Director who would be one of the consultants in emergency medicine. 2. Hospital Emergency Departments with access to some specialist surgical and medical services on-site Such departments would be linked to the Regional Emergency Department for trauma services, subspecialty services and certain diagnostic services. Each would have access to regional retrieval services. Hospitals with these Emergency Departments would be able to manage most emergencies, including stabilisation and assisted ventilation. They would have an on-site ability to provide a team response and would be staffed by 1-2 consultants in emergency medicine and a multi-professional team. One of the consultants would function as Head of the Hospital Emergency Department. 3. Hospital Emergency Departments with access to specialist services off-site Each of these Hospital Emergency Departments would provide nurse-led services for minor illness and injury together with 24-hour access to medical staff on-site and resuscitation and limited stabilisation prior to referral to the Regional Emergency Department (if necessary). Patients arriving at these Hospital Emergency Departments would have 24-hour access to medical staff. A consultant on the hospital staff would function as the lead clinician in, and have responsibility for, the organisation and co-ordination of the Hospital Emergency Department. There would be access to Consultants in Emergency Medicine in the Regional Emergency Department for support, development and training purposes.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.hospital_capacity,The Committee recommends that a three-tiered Emergency Department system be adopted nationally. Within this system, the three tiers would be as follows: 1. Regional Emergency Departments Such departments would be located in major regional hospitals and would serve a catchment population of about 250,000. Each of these hospitals would function as the major trauma receiving hospital for the region, provide a referral service for local general hospitals, provide advice and stabilisation for complex cases referred from general hospitals and other emergency services and participate in the regional retrieval service. The Regional Emergency Department would provide resuscitation, stabilisation and initial treatment for all emergencies. They would be staffed by a number of consultants in emergency medicine (one of whom should have a special interest in paediatric emergency medicine) and a multi-professional team. Each Regional Emergency Department would be led by a Director who would be one of the consultants in emergency medicine. 2. Hospital Emergency Departments with access to some specialist surgical and medical services on-site Such departments would be linked to the Regional Emergency Department for trauma services, subspecialty services and certain diagnostic services. Each would have access to regional retrieval services. Hospitals with these Emergency Departments would be able to manage most emergencies, including stabilisation and assisted ventilation. They would have an on-site ability to provide a team response and would be staffed by 1-2 consultants in emergency medicine and a multi-professional team. One of the consultants would function as Head of the Hospital Emergency Department. 3. Hospital Emergency Departments with access to specialist services off-site Each of these Hospital Emergency Departments would provide nurse-led services for minor illness and injury together with 24-hour access to medical staff on-site and resuscitation and limited stabilisation prior to referral to the Regional Emergency Department (if necessary). Patients arriving at these Hospital Emergency Departments would have 24-hour access to medical staff. A consultant on the hospital staff would function as the lead clinician in, and have responsibility for, the organisation and co-ordination of the Hospital Emergency Department. There would be access to Consultants in Emergency Medicine in the Regional Emergency Department for support, development and training purposes.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.staffing,The Committee recommends that a three-tiered Emergency Department system be adopted nationally. Within this system, the three tiers would be as follows: 1. Regional Emergency Departments Such departments would be located in major regional hospitals and would serve a catchment population of about 250,000. Each of these hospitals would function as the major trauma receiving hospital for the region, provide a referral service for local general hospitals, provide advice and stabilisation for complex cases referred from general hospitals and other emergency services and participate in the regional retrieval service. The Regional Emergency Department would provide resuscitation, stabilisation and initial treatment for all emergencies. They would be staffed by a number of consultants in emergency medicine (one of whom should have a special interest in paediatric emergency medicine) and a multi-professional team. Each Regional Emergency Department would be led by a Director who would be one of the consultants in emergency medicine. 2. Hospital Emergency Departments with access to some specialist surgical and medical services on-site Such departments would be linked to the Regional Emergency Department for trauma services, subspecialty services and certain diagnostic services. Each would have access to regional retrieval services. Hospitals with these Emergency Departments would be able to manage most emergencies, including stabilisation and assisted ventilation. They would have an on-site ability to provide a team response and would be staffed by 1-2 consultants in emergency medicine and a multi-professional team. One of the consultants would function as Head of the Hospital Emergency Department. 3. Hospital Emergency Departments with access to specialist services off-site Each of these Hospital Emergency Departments would provide nurse-led services for minor illness and injury together with 24-hour access to medical staff on-site and resuscitation and limited stabilisation prior to referral to the Regional Emergency Department (if necessary). Patients arriving at these Hospital Emergency Departments would have 24-hour access to medical staff. A consultant on the hospital staff would function as the lead clinician in, and have responsibility for, the organisation and co-ordination of the Hospital Emergency Department. There would be access to Consultants in Emergency Medicine in the Regional Emergency Department for support, development and training purposes.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.reform,The Committee recommends that a three-tiered Emergency Department system be adopted nationally. Within this system, the three tiers would be as follows: 1. Regional Emergency Departments Such departments would be located in major regional hospitals and would serve a catchment population of about 250,000. Each of these hospitals would function as the major trauma receiving hospital for the region, provide a referral service for local general hospitals, provide advice and stabilisation for complex cases referred from general hospitals and other emergency services and participate in the regional retrieval service. The Regional Emergency Department would provide resuscitation, stabilisation and initial treatment for all emergencies. They would be staffed by a number of consultants in emergency medicine (one of whom should have a special interest in paediatric emergency medicine) and a multi-professional team. Each Regional Emergency Department would be led by a Director who would be one of the consultants in emergency medicine. 2. Hospital Emergency Departments with access to some specialist surgical and medical services on-site Such departments would be linked to the Regional Emergency Department for trauma services, subspecialty services and certain diagnostic services. Each would have access to regional retrieval services. Hospitals with these Emergency Departments would be able to manage most emergencies, including stabilisation and assisted ventilation. They would have an on-site ability to provide a team response and would be staffed by 1-2 consultants in emergency medicine and a multi-professional team. One of the consultants would function as Head of the Hospital Emergency Department. 3. Hospital Emergency Departments with access to specialist services off-site Each of these Hospital Emergency Departments would provide nurse-led services for minor illness and injury together with 24-hour access to medical staff on-site and resuscitation and limited stabilisation prior to referral to the Regional Emergency Department (if necessary). Patients arriving at these Hospital Emergency Departments would have 24-hour access to medical staff. A consultant on the hospital staff would function as the lead clinician in, and have responsibility for, the organisation and co-ordination of the Hospital Emergency Department. There would be access to Consultants in Emergency Medicine in the Regional Emergency Department for support, development and training purposes.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.health_service_system,Having taken population catchment size, attendance rates, accessibility, demographics, the hospital network, clinical resources, diagnostic resources, staffing profile and national and international best practice into account, the Committee recommends 13 Regional Emergency Departments. Specific recommendations for each health board and hospital are set out in later sections of this report For departments with 20,000 or more new attendances per annum, facilities should include the following,  Separate entrance for ambulance referrals  Dedicated radiology facilities  Separate waiting area  Separate resuscitation room  Separate treatment  procedure room Separate area for patients on trolleys Separate streams for assessment and treatment related to acuity and severity of injury and illness and appropriate treatment areas for children and patients presenting with psychiatric problems.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.hospital_capacity,Having taken population catchment size, attendance rates, accessibility, demographics, the hospital network, clinical resources, diagnostic resources, staffing profile and national and international best practice into account, the Committee recommends 13 Regional Emergency Departments. Specific recommendations for each health board and hospital are set out in later sections of this report For departments with 20,000 or more new attendances per annum, facilities should include the following,  Separate entrance for ambulance referrals  Dedicated radiology facilities  Separate waiting area  Separate resuscitation room  Separate treatment  procedure room Separate area for patients on trolleys Separate streams for assessment and treatment related to acuity and severity of injury and illness and appropriate treatment areas for children and patients presenting with psychiatric problems.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,recommendation.reform,Having taken population catchment size, attendance rates, accessibility, demographics, the hospital network, clinical resources, diagnostic resources, staffing profile and national and international best practice into account, the Committee recommends 13 Regional Emergency Departments. Specific recommendations for each health board and hospital are set out in later sections of this report For departments with 20,000 or more new attendances per annum, facilities should include the following,  Separate entrance for ambulance referrals  Dedicated radiology facilities  Separate waiting area  Separate resuscitation room  Separate treatment  procedure room Separate area for patients on trolleys Separate streams for assessment and treatment related to acuity and severity of injury and illness and appropriate treatment areas for children and patients presenting with psychiatric problems.
2001,Review,Comhairle na nOspidal,Committee_on_AE_Services_2002,issue:hospital_capacity,Approximately one quarter of all patients presenting to an Emergency Department are admitted to hospital and these represent around 50 of total hospital admissions
